Ten_Bai,Seller_ID,Total_Revenue,Total_Orders,Total_Items_Sold,Avg_Item_Revenue,Seller_Rank
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a673821011d0cec28146ea42f5ab767f,16490.14,129,146,112.95,185
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,75d34ebb1bd0bd7dde40dd507b8169c3,16479.51,62,72,228.88,186
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c847e075301870dd144a116762eaff9a,16460.78,42,43,382.81,187
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a3e9a2c700480d9bb01fba070ba80a0e,16323.89,130,144,113.36,188
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cfb1a033743668a192316f3c6d1d2671,16236.2,147,184,88.24,189
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8e6d7754bc7e0f22c96d255ebda59eba,16212.51,85,130,124.71,190
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,87b740daf17b5d1be335a64164ec6842,16182.38,13,13,1244.8,191
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a5cba26a62b8b4d0145b68b841e62e7f,16120.66,54,55,293.1,192
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6edacfd9f9074789dad6d62ba7950b9c,16087.6,208,219,73.46,193
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6039e27294dc75811c0d8a39069f52c0,16047.17,64,75,213.96,194
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1f9ab4708f3056ede07124aad39a2554,16043.51,78,79,203.08,195
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,440dd6ab244315c632130ecfb63827b1,15793.21,94,95,166.24,196
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ac3508719a1d8f5b7614b798f70af136,15792.23,103,104,151.85,197
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,701938c450705b8ae65fc923b70f35c7,15792.12,75,112,141.0,198
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,05f51e13da97139648b8125c31e5f51b,15788.3,60,63,250.61,199
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,530ec6109d11eaaf87999465c6afee01,15640.21,97,104,150.39,200
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,289cdb325fb7e7f891c38608bf9e0962,15639.29,110,126,124.12,201
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b8bc237ba3788b23da09c0f1f3a3288c,15621.16,45,47,332.37,202
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a7f13822ceb966b076af67121f87b063,15595.12,75,86,181.34,203
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c31eff8334d6b3047ed34bebd4d62c36,15586.05,122,123,126.72,204
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,080199a181c46c657dc5aa235411be3b,15544.88,79,83,187.29,205
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aba1721a889e04decc910aa13b768ef4,15352.47,83,92,166.87,206
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,431af27f296bc6519d890aa5a05fdb11,15250.85,117,125,122.01,207
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e2a1ac9bf33e5549a2a4f834e70df2f8,15200.56,5,5,3040.11,208
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c6bda72e4dbf5c5866b13cb1810c6d03,15196.12,59,59,257.56,209
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,48436dade18ac8b2bce089ec2a041202,15183.64,138,151,100.55,210
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cf8ab1616079e2793aa29d524df01bb1,15150.37,9,9,1683.37,211
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2e1c9f22be269ef4643f826c9e650a52,15122.37,167,173,87.41,212
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0ea22c1cfbdc755f86b9b54b39c16043,15075.31,237,269,56.04,213
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a6bd7d1ccdac48c6b33b28596b7eb122,15046.63,16,16,940.41,214
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0b35c634521043bf4b47e21547b99ab5,15008.74,51,78,192.42,215
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1ca7077d890b907f89be8c954a02686a,15001.43,115,137,109.5,216
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9e6229250fedbe05838fef417b74e7fb,14986.65,74,78,192.14,217
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,00fc707aaaad2d31347cf883cd2dfe10,14969.99,103,135,110.89,218
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ef506c96320abeedfb894c34db06f478,14968.43,324,340,44.02,219
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d50d79cb34e38265a8649c383dcffd48,14944.68,70,70,213.5,220
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e26901d5ab434ce92fd9b5c256820a4e,14938.88,202,221,67.6,221
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e8b3a3a38279a82f0e5d006d5e5b7d2c,14916.39,87,92,162.13,222
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ce7d1888639e6fb06b2749cbfdac1ff7,14876.54,78,84,177.1,223
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,813348c996469b40f2e028d5429d3495,14800.43,179,202,73.27,224
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2b1a40c1daabc6ca280c4b815c101841,14634.88,23,35,418.14,225
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d05ae8f7a5bd1d2a690a44cd079e4e27,14595.43,78,81,180.19,226
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f08a5b9dd6767129688d001acafc21e5,14565.74,11,18,809.21,227
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,240b9776d844d37535668549a396af32,14452.65,36,36,401.46,228
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,610f72e407cdd7caaa2f8167b0163fd8,14429.45,16,17,848.79,229
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,34d1ca11b242c0fee2c834ae8d788566,14404.28,40,41,351.32,230
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0be8ff43f22e456b4e0371b2245e4d01,14384.65,161,180,79.91,231
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8d956fec2e4337affcb520f56fd8cbfd,14343.14,211,228,62.91,232
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d6b1ce66b035a475f00c017792ff9769,14315.88,92,108,132.55,233
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cab85505710c7cb9b720bceb52b01cee,14295.24,206,209,68.4,234
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,99eaacc9e6046db1c82b163c5f84869f,14274.52,66,70,203.92,235
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,95e03ca3d4146e4011985981aeb959b9,14243.5,175,193,73.8,236
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,80e6699fe29150b372a0c8a1ebf7dcc8,14154.9,98,100,141.55,237
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ad97a199236354e53fcd91a5a913e9a2,14074.7,17,18,781.93,238
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ff063b022a9a0aab91bad2c9088760b7,14061.27,94,96,146.47,239
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e24fc9fcd865784fb25705606fe3dfe7,13966.71,52,56,249.41,240
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7202e2ba20579a9bd1acb29e61fe71f6,13916.16,53,55,253.02,241
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5a8e7d5003a1f221f9e1d6e411de7c23,13866.19,139,181,76.61,242
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8cc6a0e5738e61a87b03c78b2ba9db4b,13838.22,24,26,532.24,243
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b372ee768ed69e46ca8cdbd267aa7a38,13813.84,63,69,200.2,244
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6cd68b3ed6d59aaa9fece558ad360c0a,13718.46,149,157,87.38,245
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,adbc26658d6c7b4b6219f9d934598091,13692.25,88,92,148.83,246
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c66dccfb3f109511246da627dd5a2498,13682.25,45,45,304.05,247
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c8b0e2b0a7095e5d8219575d5e7e1181,13657.34,84,85,160.67,248
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c60b801f2d52c7f7f91de00870882a75,13652.89,41,41,333.0,249
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,056b4ada5bbc2c50cc7842547dda6b51,13639.41,65,66,206.66,250
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5d378b73ab7dd6f0418d743e5dcb0bd1,13636.28,7,7,1948.04,251
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6e386f64c84e482f0b9abf960797ee1b,13563.66,30,30,452.12,252
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,70c27847eca8195c983ed7e798c56743,13529.18,77,98,138.05,253
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1d8dbc4f32378d715c717c1c1fc57bae,13421.05,92,98,136.95,254
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,25e6ffe976bd75618accfe16cefcbd0d,13396.85,108,117,114.5,255
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ed4acab38528488b65a9a9c603ff024a,13369.76,32,40,334.24,256
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,09f952a5f58d2285b0372551ae8f9b01,13346.46,50,56,238.33,257
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,039e6ad9dae79614493083e241147386,13273.42,5,5,2654.68,258
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c510bc1718f0f2961eaa42a23330681a,13211.87,13,13,1016.3,259
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ca3bd7cd9f149df75950150d010fe4a2,13171.37,71,138,95.44,260
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,54965bbe3e4f07ae045b90b0b8541f52,13164.84,78,86,153.08,261
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,23d7c96d4a1160db1c726b248601b25a,13146.52,53,55,239.03,262
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d1b65fc7debc3361ea86b5f14c68d2e2,13141.8,40,41,320.53,263
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,562fc2f2c2863ab7e79a9e4388a58a14,13119.34,260,270,48.59,264
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8b8cfc8305aa441e4239358c9f6f2485,13110.7,15,15,874.05,265
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5058e8c1e82653974541e83690655b4a,13077.93,63,78,167.67,266
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1da3aeb70d7989d1e6d9b0e887f97c23,13055.36,265,328,39.8,267
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ce27a3cc3c8cc1ea79d11e561e9bebb6,13011.87,135,164,79.34,268
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f262cbc1c910c83959f849465454ddd3,12989.85,192,207,62.75,269
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,66e0557ecc2b4dbea057e93f215f68d8,12977.99,31,31,418.64,270
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4830e40640734fc1c52cd21127c341d4,12970.02,210,219,59.22,271
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7040e82f899a04d1b434b795a43b4617,12955.98,212,228,56.82,272
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b499c00f28f4b7069ff6550af8c1348a,12905.08,152,187,69.01,273
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b4f8921fcc4ff77b66bea6dda43dcd51,12863.41,18,20,643.17,274
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dd2bdf855a9172734fbc3744021ae9b9,12853.88,108,113,113.75,275
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ccb83a794700270fde70898fe9ff368b,12785.73,12,12,1065.48,276
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c9c7905cffc4ef9ff9f113554423e671,12766.71,127,139,91.85,277
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fbc14c0cf93505ef89f64665ffa4a7b5,12758.93,18,18,708.83,278
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f3b80352b986ab4d1057a4b724be19d0,12692.73,87,92,137.96,279
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7ea5bfa6c340f58f8e71fc1f0412b0d6,12663.88,98,104,121.77,280
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d71d863e5ef30d94e440c11be17dcd8f,12655.65,29,36,351.55,281
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,72c5da29406b4234927b81855e7b64f6,12652.47,31,31,408.14,282
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1c129092bf23f28a5930387c980c0dfc,12589.29,201,220,57.22,283
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c4f7fee5b0db50e87766f5a4d1b1b758,12533.6,8,9,1392.62,284
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7901646fdd36a55f564ffaf2dbccaaf7,12478.83,22,27,462.18,285
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,82e0a475a88cc9595229d8029273f045,12415.92,42,80,155.2,286
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5343d0649eca2a983820bfe93fc4d17e,12393.23,71,111,111.65,287
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6973a06f484aacf400ece213dbf3d946,12374.62,95,115,107.61,288
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c864036feaab8c1659f65ea4faebe1da,12299.77,58,58,212.06,289
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,33a6f4b1e7cdc205511e76ba1b6e0186,12183.91,105,126,96.7,290
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,17ca9b9e9b9ef8fdb529001b49ebb50f,12120.72,116,129,93.96,291
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f80edd2c5aaa505cc4b0a3b219abf4b8,12108.94,119,128,94.6,292
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dd7ddc04e1b6c2c614352b383efe2d36,12072.0,122,143,84.42,293
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4e7c18b98d84e05cbae3ff0ff03846c2,12053.88,82,89,135.44,294
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c4d51195486dc781531876a7d00453d8,12038.35,17,17,708.14,295
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bba3293d6f5d5af2f415e004e8b93ae3,12028.79,17,17,707.58,296
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bd23da7354813347129d751591d1a6e2,12011.13,89,90,133.46,297
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9d5a9018aee56acb367ba9c3f05d1d6a,11982.21,67,79,151.67,298
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8b28d096634035667e8263d57ba3368c,11967.15,143,155,77.21,299
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,31344c16881c08a8a72c6d2eb29918c1,11912.62,43,43,277.04,300
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fffd5413c0700ac820c7069d66d98c89,11896.04,60,61,195.02,301
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,32b8764b4ef628b53608fc34011fcc13,11854.42,36,38,311.96,302
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,01cf7e3d21494c41fb86034f2e714fa1,11738.18,61,67,175.2,303
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aaed1309374718fdd995ee4c58c9dfcd,11708.02,105,112,104.54,304
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,aafe36600ce604f205b86b5084d3d767,11673.2,129,131,89.11,305
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9b013e03b2ab786505a1d3b5c0756754,11631.61,174,225,51.7,306
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,36a968b544695394e4e9d7572688598f,11628.87,154,162,71.78,307
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3db66a856d18a9cba7c9241fc5221c50,11522.66,94,97,118.79,308
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0df3984f9dfb3d49ac6366acbd3bbb85,11520.21,87,89,129.44,309
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9d4db00d65d7760644ac0c14edb5fd86,11512.81,98,100,115.13,310
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,92eb0f42c21942b6552362b9b114707d,11492.67,341,365,31.49,311
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6c7d50c24b3ccd2fd83b44d8bb34e073,11470.19,114,128,89.61,312
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5656537e588803a555b8eb41f07a944b,11442.96,174,188,60.87,313
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cbd996ad3c1b7dc71fd0e5f5df9087e2,11284.96,165,196,57.58,314
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,259f7b5e6e482c230e5bfaa670b6bb8f,11265.25,138,165,68.27,315
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,81a1104df0f08b59c68aa5b03cfe398e,11235.27,73,73,153.91,316
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ea566164622c6b439516ab18062c42cd,11167.98,50,52,214.77,317
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,066a6914e1ebf3ea95a216c73a986b91,11115.95,68,74,150.22,318
